idQuestionario;nomPais;faixaIdade;nomMotivoRed;numPernoiteTotal;codIBGECidadeVisitada;nomCidadeVisitada_UF;nomHospedagem;nomAgencia;nomAcompanhante;lng;lat;gpcd
19563;Sweden;25-31 years;Leisure;24;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;117,791666666667
19622;Argentina;41-50 years;Leisure;2;3550308;Sao Paulo - SP;Hotel or flat;No;Couple without children;-46,57038318;-23,5673865;294,25
19638;Argentina;51-59 years;Other reasons;3;3550308;Sao Paulo - SP;House of friends and relatives;No;Alone;-46,57038318;-23,5673865;74,6666666666667
20224;Mexico;25-31 years;Business and events;26;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;84,6153846153846
20396;United States;32-40 years;Business and events;30;3550308;Sao Paulo - SP;Own property;No;Alone;-46,57038318;-23,5673865;37,2333333333333
20399;Bolivia;32-40 years;Leisure;7;3550308;Sao Paulo - SP;Hotel or flat;No;Couple without children;-46,57038318;-23,5673865;146,428571428571
20423;Peru;25-31 years;Business and events;7;3550308;Sao Paulo - SP;Hotel or flat;No;Co-workers;-46,57038318;-23,5673865;142,857142857143
20478;Colombia;41-50 years;Leisure;10;3550308;Sao Paulo - SP;Hotel or flat;Tourist package;Couple without children;-46,57038318;-23,5673865;100
20561;Netherlands;25-31 years;Business and events;90;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;31,0444444444444
20660;United States;Over 60 years;Business and events;2;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;650
20929;Colombia;41-50 years;Leisure;1;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;120
21049;United States;51-59 years;Leisure;3;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;300
21120;China;25-31 years;Business and events;6;3550308;Sao Paulo - SP;Hotel or flat;Tourist package;Co-workers;-46,57038318;-23,5673865;50
21293;Chile;25-31 years;Leisure;4;3550308;Sao Paulo - SP;Hotel or flat;Tourist package;Alone;-46,57038318;-23,5673865;358,75
21495;United Kingdom;Over 60 years;Business and events;4;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;301,75
22242;Canada;32-40 years;Leisure;30;3550308;Sao Paulo - SP;House of friends and relatives;No;Family group;-46,57038318;-23,5673865;64,6333333333333
22261;United States;25-31 years;Other reasons;8;3550308;Sao Paulo - SP;House of friends and relatives;No;Alone;-46,57038318;-23,5673865;117
22285;United Kingdom;41-50 years;Business and events;2;3550308;Sao Paulo - SP;Hotel or flat;No;Co-workers;-46,57038318;-23,5673865;98
22289;Sweden;51-59 years;Business and events;35;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;31,9142857142857
22313;United Kingdom;18-24 years;Other reasons;160;3550308;Sao Paulo - SP;Rented property;No;Friends;-46,57038318;-23,5673865;16,65625
22459;Hong Kong;25-31 years;Leisure;8;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;101,625
22873;Argentina;32-40 years;Business and events;4;3550308;Sao Paulo - SP;Hotel or flat;No;Co-workers;-46,57038318;-23,5673865;76,25
22876;United Kingdom;32-40 years;Business and events;5;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;399,8
22892;Paraguay;18-24 years;Leisure;6;3550308;Sao Paulo - SP;Hotel or flat;No;Family group;-46,57038318;-23,5673865;51,3333333333333
23051;France;25-31 years;Leisure;21;3550308;Sao Paulo - SP;Hotel or flat;No;Couple without children;-46,57038318;-23,5673865;71,9047619047619
23059;Netherlands;41-50 years;Leisure;21;3550308;Sao Paulo - SP;Hostel or bed & breakfast;No;Alone;-46,57038318;-23,5673865;62,8095238095238
23086;Argentina;41-50 years;Business and events;1;3550308;Sao Paulo - SP;Hotel or flat;No;Co-workers;-46,57038318;-23,5673865;419
23125;United States;25-31 years;Business and events;7;3550308;Sao Paulo - SP;Hotel or flat;Separate services;Co-workers;-46,57038318;-23,5673865;112,035714285714
23182;Peru;32-40 years;Business and events;4;3550308;Sao Paulo - SP;Hotel or flat;Tourist package;Co-workers;-46,57038318;-23,5673865;175
23260;Colombia;32-40 years;Business and events;5;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;400
23333;Argentina;25-31 years;Leisure;7;3550308;Sao Paulo - SP;Posada;No;Friends;-46,57038318;-23,5673865;54,8571428571429
23338;Austria;32-40 years;Business and events;7;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;13,1428571428571
23420;United States;Over 60 years;Business and events;6;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;316,666666666667
23470;Paraguay;41-50 years;Business and events;4;3550308;Sao Paulo - SP;Hotel or flat;No;Family group;-46,57038318;-23,5673865;174,5
23514;Argentina;32-40 years;Leisure;3;3550308;Sao Paulo - SP;Hotel or flat;Separate services;Family group;-46,57038318;-23,5673865;51,3333333333333
24301;United States;25-31 years;Business and events;60;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;25
24490;Netherlands;Over 60 years;Business and events;8;3550308;Sao Paulo - SP;Hotel or flat;No;Co-workers;-46,57038318;-23,5673865;127,625
24660;Israel;25-31 years;Business and events;10;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;153,9
25077;Switzerland;25-31 years;Other reasons;9;3550308;Sao Paulo - SP;Hotel or flat;No;Family group;-46,57038318;-23,5673865;172,777777777778
25242;Peru;25-31 years;Leisure;15;3550308;Sao Paulo - SP;House of friends and relatives;No;Friends;-46,57038318;-23,5673865;41,4
25275;Japan;41-50 years;Other reasons;10;3550308;Sao Paulo - SP;House of friends and relatives;No;Alone;-46,57038318;-23,5673865;55,4
27170;Portugal;25-31 years;Other reasons;11;3550308;Sao Paulo - SP;Rented property;No;Alone;-46,57038318;-23,5673865;789,636363636364
27267;China;32-40 years;Business and events;3;3550308;Sao Paulo - SP;Hotel or flat;No;Co-workers;-46,57038318;-23,5673865;333,333333333333
27405;Chile;25-31 years;Other reasons;4;3550308;Sao Paulo - SP;Hostel or bed & breakfast;No;Alone;-46,57038318;-23,5673865;28
28802;Chile;25-31 years;Other reasons;14;3550308;Sao Paulo - SP;House of friends and relatives;No;Family group;-46,57038318;-23,5673865;24,4821428571429
28856;Peru;41-50 years;Business and events;11;3550308;Sao Paulo - SP;Hotel or flat;No;Co-workers;-46,57038318;-23,5673865;316,636363636364
29949;Bolivia;51-59 years;Other reasons;4;3550308;Sao Paulo - SP;Hotel or flat;No;Family group;-46,57038318;-23,5673865;75
29950;Angola;32-40 years;Leisure;10;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;78,7
31514;United States;41-50 years;Business and events;9;3550308;Sao Paulo - SP;Rented property;No;Alone;-46,57038318;-23,5673865;115,777777777778
31538;France;25-31 years;Leisure;4;3550308;Sao Paulo - SP;Hostel or bed & breakfast;No;Alone;-46,57038318;-23,5673865;49,75
32448;Spain;51-59 years;Business and events;3;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;191,666666666667
33040;Canada;25-31 years;Other reasons;16;3550308;Sao Paulo - SP;House of friends and relatives;No;Alone;-46,57038318;-23,5673865;44
33056;Uruguay;41-50 years;Leisure;2;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;200
34038;Belgium;51-59 years;Leisure;15;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;112,733333333333
35081;Argentina;51-59 years;Other reasons;21;3550308;Sao Paulo - SP;House of friends and relatives;No;Couple with children;-46,57038318;-23,5673865;16,547619047619
36106;United States;41-50 years;Leisure;2;3550308;Sao Paulo - SP;Hotel or flat;No;Couple without children;-46,57038318;-23,5673865;150
36379;Chile;25-31 years;Leisure;40;3550308;Sao Paulo - SP;House of friends and relatives;Separate services;Couple without children;-46,57038318;-23,5673865;26,7625
36734;Germany;25-31 years;Leisure;1;3550308;Sao Paulo - SP;Hotel or flat;No;Friends;-46,57038318;-23,5673865;225,5
36949;Mexico;25-31 years;Business and events;19;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;168,421052631579
37119;Paraguay;41-50 years;Other reasons;2;3550308;Sao Paulo - SP;Hotel or flat;No;Friends;-46,57038318;-23,5673865;136,5
37208;United Kingdom;32-40 years;Other reasons;21;3550308;Sao Paulo - SP;House of friends and relatives;No;Couple without children;-46,57038318;-23,5673865;17,4285714285714
37280;Chile;41-50 years;Leisure;25;3550308;Sao Paulo - SP;Hotel or flat;No;Couple with children;-46,57038318;-23,5673865;48
37282;Chile;41-50 years;Leisure;10;3550308;Sao Paulo - SP;Rented property;No;Family group;-46,57038318;-23,5673865;74,45
37431;Colombia;18-24 years;Leisure;9;3550308;Sao Paulo - SP;Hotel or flat;No;Couple without children;-46,57038318;-23,5673865;60,4444444444444
37580;Australia;25-31 years;Other reasons;34;3550308;Sao Paulo - SP;House of friends and relatives;No;Alone;-46,57038318;-23,5673865;30,7352941176471
37740;Italy;41-50 years;Business and events;9;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;72,3333333333333
37886;Canada;25-31 years;Leisure;5;3550308;Sao Paulo - SP;Hostel or bed & breakfast;No;Couple without children;-46,57038318;-23,5673865;52,8
37989;Spain;32-40 years;Leisure;6;3550308;Sao Paulo - SP;Hotel or flat;No;Couple without children;-46,57038318;-23,5673865;35,25
38241;France;41-50 years;Other reasons;60;3550308;Sao Paulo - SP;Hotel or flat;No;Couple without children;-46,57038318;-23,5673865;20,6833333333333
41285;Italy;25-31 years;Leisure;29;3550308;Sao Paulo - SP;Rented property;No;Friends;-46,57038318;-23,5673865;26,7068965517241
41440;Mexico;25-31 years;Leisure;25;3550308;Sao Paulo - SP;Hotel or flat;Tourist package;Family group;-46,57038318;-23,5673865;47
42078;Colombia;18-24 years;Leisure;25;3550308;Sao Paulo - SP;Camping site;No;Friends;-46,57038318;-23,5673865;12,52
42390;Peru;25-31 years;Leisure;20;3550308;Sao Paulo - SP;House of friends and relatives;No;Friends;-46,57038318;-23,5673865;31,4
43120;United States;25-31 years;Other reasons;11;3550308;Sao Paulo - SP;Hotel or flat;No;Friends;-46,57038318;-23,5673865;90,9090909090909
43272;Germany;25-31 years;Business and events;3;3550308;Sao Paulo - SP;Hotel or flat;Separate services;Alone;-46,57038318;-23,5673865;83,3333333333333
44107;Japan;Over 60 years;Business and events;5;3550308;Sao Paulo - SP;Hotel or flat;No;Friends;-46,57038318;-23,5673865;288,2
44704;United Kingdom;18-24 years;Other reasons;7;3550308;Sao Paulo - SP;House of friends and relatives;No;Alone;-46,57038318;-23,5673865;100,857142857143
44840;South Africa;Over 60 years;Business and events;4;3550308;Sao Paulo - SP;Hotel or flat;Separate services;Alone;-46,57038318;-23,5673865;190
45231;Argentina;32-40 years;Business and events;3;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;166,666666666667
45251;Argentina;41-50 years;Business and events;5;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;188,4
45409;Germany;25-31 years;Leisure;11;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;58,4545454545455
45612;Puerto Rico;32-40 years;Business and events;3;3550308;Sao Paulo - SP;Hotel or flat;Separate services;Co-workers;-46,57038318;-23,5673865;439,333333333333
46598;Ireland;32-40 years;Other reasons;180;3550308;Sao Paulo - SP;House of friends and relatives;No;Couple with children;-46,57038318;-23,5673865;87,1833333333333
46666;Russia;32-40 years;Business and events;14;3550308;Sao Paulo - SP;Hotel or flat;Tourist package;Alone;-46,57038318;-23,5673865;22,4285714285714
46690;Argentina;Over 60 years;Business and events;5;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;188,4
46735;Argentina;32-40 years;Leisure;2;3550308;Sao Paulo - SP;Hostel or bed & breakfast;No;Alone;-46,57038318;-23,5673865;50
46870;Hungary;41-50 years;Business and events;6;3550308;Sao Paulo - SP;Hotel or flat;Separate services;Alone;-46,57038318;-23,5673865;82,3333333333333
46899;Uruguay;18-24 years;Other reasons;5;3550308;Sao Paulo - SP;Hostel or bed & breakfast;Separate services;Friends;-46,57038318;-23,5673865;47,2
46961;Chile;25-31 years;Business and events;90;3550308;Sao Paulo - SP;Rented property;Separate services;Alone;-46,57038318;-23,5673865;64,5222222222222
47399;Paraguay;25-31 years;Business and events;8;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;43,75
47828;China;32-40 years;Leisure;17;3550308;Sao Paulo - SP;House of friends and relatives;No;Alone;-46,57038318;-23,5673865;117,647058823529
47925;United States;32-40 years;Business and events;5;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;224
48166;Chile;32-40 years;Business and events;4;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;320
48421;Canada;32-40 years;Other reasons;9;3550308;Sao Paulo - SP;Hotel or flat;No;Couple without children;-46,57038318;-23,5673865;52,3333333333333
48509;Angola;32-40 years;Other reasons;1;3550308;Sao Paulo - SP;Hotel or flat;No;Friends;-46,57038318;-23,5673865;111
48844;Chile;41-50 years;Leisure;5;3550308;Sao Paulo - SP;Hotel or flat;No;Family group;-46,57038318;-23,5673865;250,7
48851;United States;41-50 years;Business and events;2;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;325
48857;Mexico;32-40 years;Leisure;15;3550308;Sao Paulo - SP;House of friends and relatives;Separate services;Alone;-46,57038318;-23,5673865;41,4
48941;Mexico;Over 60 years;Business and events;3;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;275,333333333333
49254;Peru;32-40 years;Business and events;6;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;233,333333333333
10263;Bolivia;18-24 years;Leisure;7;3550308;Sao Paulo - SP;Hotel or flat;No;Family group;-46,57038318;-23,5673865;35,7142857142857
10480;United States;Over 60 years;Other reasons;17;3550308;Sao Paulo - SP;House of friends and relatives;No;Couple without children;-46,57038318;-23,5673865;49,1176470588235
10526;Bolivia;41-50 years;Other reasons;14;3550308;Sao Paulo - SP;House of friends and relatives;No;Alone;-46,57038318;-23,5673865;250
12229;United States;25-31 years;Leisure;63;3550308;Sao Paulo - SP;House of friends and relatives;No;Alone;-46,57038318;-23,5673865;20,4444444444444
17208;Colombia;25-31 years;Leisure;4;3550308;Sao Paulo - SP;Hotel or flat;No;Couple without children;-46,57038318;-23,5673865;137,5
17214;Bolivia;32-40 years;Other reasons;2;3550308;Sao Paulo - SP;Rented property;No;Alone;-46,57038318;-23,5673865;236,5
17340;Peru;41-50 years;Other reasons;3;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;181,666666666667
18406;Japan;51-59 years;Other reasons;3;3550308;Sao Paulo - SP;House of friends and relatives;No;Alone;-46,57038318;-23,5673865;189,666666666667
18422;Paraguay;51-59 years;Other reasons;5;3550308;Sao Paulo - SP;House of friends and relatives;No;Alone;-46,57038318;-23,5673865;28,6
18667;Mexico;32-40 years;Leisure;30;3550308;Sao Paulo - SP;Hotel or flat;No;Couple with children;-46,57038318;-23,5673865;23,2777777777778
18773;Peru;18-24 years;Other reasons;7;3550308;Sao Paulo - SP;Hotel or flat;Separate services;Family group;-46,57038318;-23,5673865;79,1428571428571
19147;Chile;32-40 years;Leisure;5;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;49
19170;Japan;32-40 years;Business and events;12;3550308;Sao Paulo - SP;Hotel or flat;No;Co-workers;-46,57038318;-23,5673865;17,3611111111111
19267;United States;Over 60 years;Business and events;8;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;117,5
19444;Bolivia;25-31 years;Leisure;6;3550308;Sao Paulo - SP;House of friends and relatives;No;Family group;-46,57038318;-23,5673865;152,5
19594;Argentina;32-40 years;Other reasons;9;3550308;Sao Paulo - SP;House of friends and relatives;No;Friends;-46,57038318;-23,5673865;38,8888888888889
19598;Canada;41-50 years;Other reasons;14;3550308;Sao Paulo - SP;Hotel or flat;No;Family group;-46,57038318;-23,5673865;93,9047619047619
19797;Japan;Over 60 years;Other reasons;12;3550308;Sao Paulo - SP;Hotel or flat;No;Alone;-46,57038318;-23,5673865;351,333333333333
19798;Japan;32-40 years;Leisure;8;3550308;Sao Paulo - SP;House of friends and relatives;No;Alone;-46,57038318;-23,5673865;175
20195;Panama;Over 60 years;Other reasons;70;3550308;Sao Paulo - SP;House of friends and relatives;No;Alone;-46,57038318;-23,5673865;42,8571428571429
20282;Czech Republic;41-50 years;Other reasons;18;3550308;Sao Paulo - SP;House of friends and relatives;No;Alone;-46,57038318;-23,5673865;15,5
20595;Germany;18-24 years;Other reasons;17;3550308;Sao Paulo - SP;House of friends and relatives;No;Alone;-46,57038318;-23,5673865;13,4117647058824
20905;Bolivia;32-40 years;Other reasons;8;3550308;Sao Paulo - SP;House of friends and relatives;No;Alone;-46,57038318;-23,5673865;62,5
